0.001004	10.7594
0.00107715	10.485
0.00110745	10.3908
0.0012049	10.0876
0.00122155	10.045
0.00134742	9.72266
0.00135731	9.69733
0.00148625	9.42776
0.00152892	9.33856
0.00163939	9.15044
0.00172231	9.00923
0.00180831	8.89099
0.00195376	8.69099
0.00199463	8.64601
0.00220016	8.41985
0.00221631	8.40207
0.00242685	8.21838
0.00253174	8.12687
0.00267691	8.02742
0.00289222	7.87991
0.00295273	7.84769
0.00325697	7.68567
0.00332716	7.64828
0.00359256	7.54023
0.00385433	7.43366
0.00396272	7.4005
0.00437103	7.27557
0.00449651	7.23718
0.00482141	7.16377
0.0052827	7.05954
0.00531819	7.05372
0.00586616	6.96384
0.00624982	6.90092
0.00647059	6.87525
0.0071373	6.79775
0.00749831	6.75579
0.00787271	6.72586
0.00868389	6.66103
0.00912312	6.62593
0.00957865	6.6018
0.0105656	6.54953
0.0113355	6.50876
0.0116543	6.49812
0.0128551	6.45803
0.0141796	6.41382
0.0144852	6.40362
0.0156406	6.38065
0.0172522	6.34861
0.0190298	6.31327
0.0190352	6.31316
0.0209906	6.29085
0.0231534	6.26618
0.0252419	6.24236
0.0252455	6.24232
0.0253	6.24185
0.0279068	6.22634
0.0307823	6.20923
0.033954	6.19036
0.0364177	6.1757
0.0374525	6.17297
0.0413115	6.16278
0.0455681	6.15154
0.0502633	6.13915
0.0554423	6.12547
0.0570177	6.12131
0.0611549	6.11739
0.0674561	6.1114
0.0744066	6.1048
0.0820732	6.09753
0.0905297	6.0895
0.0998577	6.08064
0.101266	6.0793
0.110147	6.0772
0.121496	6.0745
0.134014	6.07153
0.147823	6.06826
0.163054	6.06465
0.179855	6.06066
0.198386	6.05627
0.218827	6.05142
0.228221	6.04919
0.241375	6.04884
0.266245	6.04819
0.293678	6.04747
0.323938	6.04667
0.357316	6.04579
0.394132	6.04482
0.434743	6.04376
0.479537	6.04258
0.528947	6.04128
0.583448	6.03985
0.643565	6.03826
0.709876	6.03652
0.78302	6.0346
0.8637	6.03248
0.913482	6.03117
0.952693	6.03117
1.05086	6.03117
1.15913	6.03117
1.27857	6.03116
1.4103	6.03116
1.55562	6.03116
1.7159	6.03116
1.89271	6.03116
2.08772	6.03116
2.30284	6.03116
2.54012	6.03116
2.80184	6.03116
3.09053	6.03116
3.40897	6.03116
3.76022	6.03115
4.14767	6.03115
4.57503	6.03115
5.04642	6.03115
5.56639	6.03115
6.13994	6.03115
6.77258	6.03114
7.4704	6.03114
8.24013	6.03114
9.08917	6.03113
10.0257	6.03113
11.0587	6.03113
12.1982	6.03112
13.455	6.03112
